,name,FK/Fpi,delta_su2,logGBF,chi2/df,Q,vol,L_4,L_5,L_1,L_2,L_3,L_6,L_7,L_8,L_9,A_a,A_k,A_p,A_loga,A_aa
15,ma_FKFK_nnlo_alphaS_a4,1.1804(33),-0.00381(69),54.90101656242917,2.005322372709885,0.009747607771979114,0,-0.0018(23),0.00010(73),,,,,,,,-0.2(2.8),1.3(4.3),-0.7(2.7),0.6(4.2),1.5(4.9)
16,ma_FKFK_nnlo_log_logSq_sunset_FV_bijnens,1.1801(31),-0.00381(68),55.33517797737046,1.7649359230475334,0.029602589087229788,10,-0.0013(13),-0.00128(57),0.00029(14),0.00033(16),-0.0030(15),-0.00006(10),-0.00032(17),0.00020(10),,-0.81(53),2.5(4.4),-4.4(2.8),,
17,ma_FKFK_nnlo_log_logSq_sunset_a4_FV_bijnens,1.1802(32),-0.00381(68),55.3243286604519,1.7643120213224976,0.02968444296110528,10,-0.0013(13),-0.00128(57),0.00029(14),0.00033(16),-0.0030(15),-0.00006(10),-0.00032(17),0.00020(10),,-0.84(66),2.5(4.4),-4.4(2.8),,0.5(4.9)
18,ma_FKFK_nnlo_log_logSq_sunset_FV,1.1808(31),-0.00383(68),55.4774177585461,1.7604259630382981,0.030198940571324082,10,-0.0021(21),-0.00090(87),6(2884)e-07,-6(3248)e-07,-0.0008(27),7(1000)e-07,0.00006(33),8(201)e-06,,-0.78(55),2.2(4.4),-3.1(2.8),,
19,ma_FKFK_nnlo_log_logSq_sunset_a4_FV,1.1809(32),-0.00383(69),55.47191966347922,1.7594558317542055,0.030328642289444763,10,-0.0021(21),-0.00089(87),6(2884)e-07,-4(3249)e-07,-0.0008(27),7(1000)e-07,0.00006(33),8(201)e-06,,-0.83(67),2.2(4.4),-3.1(2.8),,0.6(4.9)
20,ma_FKFK_nnlo_logSq_sunset_FV,1.1782(25),-0.00375(68),55.49665104648512,1.9310633091548808,0.013869506088234012,10,-0.0020(23),-0.00060(71),,,,,,,,-0.17(62),2.2(4.3),-2.3(2.8),,
21,ma_FKFK_nnlo_logSq_sunset_a4_FV,1.1783(26),-0.00376(68),55.5097075089309,1.9285471834590888,0.014034241850464377,10,-0.0020(23),-0.00058(72),,,,,,,,-0.23(71),2.1(4.3),-2.2(2.8),,1.0(4.9)
22,ma_FKFK_nnlo_FV,1.1797(23),-0.00379(68),57.485047151336964,1.6914320627973665,0.04078916279838665,10,-0.0021(23),-0.00011(72),,,,,,,,-0.06(62),1.7(4.3),-1.2(2.8),,
23,ma_FKFK_nnlo_a4_FV,1.1799(25),-0.00380(68),57.51408391663845,1.6870970532932061,0.04155486715868463,10,-0.0020(23),-0.00008(73),,,,,,,,-0.15(71),1.6(4.3),-1.1(2.8),,1.3(4.9)
24,ma_FKFK_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.1799(38),-0.00380(69),55.14945035073053,1.7644298443715318,0.029668969181760155,10,-0.0013(13),-0.00129(57),0.00029(14),0.00033(16),-0.0030(15),-0.00006(10),-0.00032(17),0.00020(10),,-0.6(2.8),2.5(4.4),-4.4(2.8),-0.4(4.1),
25,ma_FKFK_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.1800(39),-0.00380(69),55.1408991014056,1.7637350449848002,0.029760323879321638,10,-0.0013(13),-0.00128(57),0.00029(14),0.00033(16),-0.0030(15),-0.00006(10),-0.00032(17),0.00020(10),,-0.6(2.8),2.5(4.4),-4.4(2.8),-0.4(4.2),0.5(4.9)
26,ma_FKFK_nnlo_log_logSq_sunset_alphaS_FV,1.1806(39),-0.00382(69),55.29063631307128,1.7601203890143124,0.03023973970087245,10,-0.0021(21),-0.00090(87),5(2884)e-07,-7(3249)e-07,-0.0008(27),7(1000)e-07,0.00006(33),8(201)e-06,,-0.6(2.8),2.2(4.4),-3.1(2.8),-0.3(4.1),
27,ma_FKFK_nnlo_log_logSq_sunset_alphaS_a4_FV,1.1807(39),-0.00382(69),55.2872428986465,1.7590823916099487,0.030378704428380636,10,-0.0021(21),-0.00089(87),6(2884)e-07,-5(3249)e-07,-0.0008(27),7(1000)e-07,0.00006(33),8(201)e-06,,-0.6(2.8),2.2(4.4),-3.1(2.8),-0.3(4.2),0.6(4.9)
28,ma_FKFK_nnlo_logSq_sunset_alphaS_FV,1.1783(34),-0.00375(68),55.31783131152496,1.9309367191173017,0.01387775095470461,10,-0.0020(23),-0.00060(72),,,,,,,,-0.3(2.8),2.2(4.3),-2.3(2.8),0.2(4.2),
29,ma_FKFK_nnlo_logSq_sunset_alphaS_a4_FV,1.1784(35),-0.00376(68),55.33142671883544,1.9284635446035665,0.014039749033337016,10,-0.0020(23),-0.00057(73),,,,,,,,-0.3(2.8),2.1(4.3),-2.2(2.8),0.2(4.2),1.0(4.9)
30,ma_FKFK_nnlo_alphaS_FV,1.1799(33),-0.00380(68),57.3117792234609,1.6908314788562582,0.040894483010837805,10,-0.0021(23),-0.00010(73),,,,,,,,-0.3(2.8),1.7(4.3),-1.2(2.8),0.4(4.2),
31,ma_FKFK_nnlo_alphaS_a4_FV,1.1801(34),-0.00381(69),57.34050408548796,1.6866268728469906,0.0416386880071584,10,-0.0020(23),-0.00007(74),,,,,,,,-0.4(2.8),1.6(4.3),-1.1(2.8),0.4(4.2),1.3(4.9)
32,ma_FKFpi_nnlo_log_logSq_sunset_bijnens,1.1835(27),-0.00390(69),53.945587544077476,1.9652435914534927,0.01180307823246248,0,-0.0005(11),-0.00024(56),0.00023(12),0.00022(11),-0.0035(15),-0.00010(10),-0.00035(17),0.00014(10),,0.91(37),-0.5(4.4),1.3(2.3),,
33,ma_FKFpi_nnlo_log_logSq_sunset_a4_bijnens,1.1839(29),-0.00391(69),53.99582441510663,1.95618580183312,0.012320706829204105,0,-0.0005(12),-0.00022(56),0.00023(12),0.00022(11),-0.0035(15),-0.00010(10),-0.00035(17),0.00014(10),,0.76(53),-0.5(4.4),1.3(2.3),,1.9(4.9)
34,ma_FKFpi_nnlo_log_logSq_sunset,1.1838(27),-0.00391(69),53.492018794848306,2.023931583397921,0.008912069575032709,0,-0.0007(14),0.00003(92),-8(236)e-06,-0.00002(22),-0.0019(28),-8e-09 +- 0.0001,-0.00006(33),-5(143)e-06,,0.92(37),-0.7(4.4),1.8(2.3),,
35,ma_FKFpi_nnlo_log_logSq_sunset_a4,1.1841(29),-0.00392(69),53.55939405403759,2.013493623296263,0.009372048160456763,0,-0.0008(14),0.00006(92),-8(236)e-06,-0.00002(22),-0.0019(28),-2(10000)e-08,-0.00005(33),-5(143)e-06,,0.77(53),-0.7(4.4),1.8(2.3),,2.0(4.9)
36,ma_FKFpi_nnlo_logSq_sunset,1.1850(24),-0.00394(69),54.08194630719387,2.028607048067038,0.00871299254600862,0,-0.0012(12),0.00035(56),,,,,,,,0.90(40),-1.1(4.4),2.8(2.6),,
37,ma_FKFpi_nnlo_logSq_sunset_a4,1.1854(25),-0.00395(69),54.14947571714058,2.0164476255764234,0.009239656937301386,0,-0.0012(12),0.00038(57),,,,,,,,0.74(54),-1.1(4.4),2.9(2.6),,2.2(4.9)
38,ma_FKFpi_nnlo,1.1864(23),-0.00398(69),52.984176275936186,2.166764903547377,0.0044110369468877185,0,-0.0013(12),0.00068(56),,,,,,,,0.87(40),-1.4(4.4),3.4(2.6),,
39,ma_FKFpi_nnlo_a4,1.1869(25),-0.00400(69),53.069526102631905,2.1522918072861805,0.00474252916467931,0,-0.0013(12),0.00072(57),,,,,,,,0.69(54),-1.4(4.4),3.5(2.6),,2.4(4.9)
40,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_bijnens,1.1843(39),-0.00392(69),53.79444675955069,1.9608691592182703,0.012050472836817185,0,-0.0005(12),-0.00023(56),0.00023(12),0.00022(11),-0.0035(15),-0.00010(10),-0.00035(17),0.00014(10),,0.2(2.8),-0.5(4.4),1.3(2.3),1.1(4.1),
41,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_a4_bijnens,1.1845(39),-0.00393(69),53.840432372591934,1.9525692661774718,0.012533247721930364,0,-0.0005(12),-0.00021(56),0.00023(12),0.00022(11),-0.0035(15),-0.00010(10),-0.00035(17),0.00014(10),,0.1(2.8),-0.5(4.4),1.3(2.3),1.0(4.1),1.8(4.9)
42,ma_FKFpi_nnlo_log_logSq_sunset_alphaS,1.1845(39),-0.00393(69),53.34972260409985,2.0188746854961743,0.00913219945928379,0,-0.0008(14),0.00005(92),-8(236)e-06,-0.00002(22),-0.0019(28),-1(10000)e-08,-0.00005(33),-5(143)e-06,,0.1(2.8),-0.7(4.4),1.8(2.3),1.2(4.1),
43,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_a4,1.1848(39),-0.00394(69),53.41163546754032,2.009290590326664,0.009563492874984678,0,-0.0008(14),0.00008(93),-7(236)e-06,-0.00001(22),-0.0019(28),-2(10000)e-08,-0.00005(33),-5(143)e-06,,0.06(2.77),-0.7(4.4),1.8(2.3),1.1(4.1),1.9(4.9)
44,ma_FKFpi_nnlo_logSq_sunset_alphaS,1.1858(36),-0.00397(69),53.93710808017645,2.023021567552296,0.008951311307971986,0,-0.0012(12),0.00037(57),,,,,,,,0.08(2.76),-1.1(4.4),2.9(2.6),1.2(4.2),
45,ma_FKFpi_nnlo_logSq_sunset_alphaS_a4,1.1861(37),-0.00397(69),54.000113133481825,2.0117133239048317,0.009452695554600515,0,-0.0012(12),0.00041(57),,,,,,,,-0.008(2.773),-1.2(4.4),2.9(2.6),1.1(4.2),2.1(4.9)
46,ma_FKFpi_nnlo_alphaS,1.1873(36),-0.00401(69),52.8443271841559,2.160558373195711,0.004550400098692706,0,-0.0013(12),0.00071(57),,,,,,,,0.006(2.765),-1.4(4.4),3.5(2.6),1.3(4.2),
47,ma_FKFpi_nnlo_alphaS_a4,1.1877(37),-0.00402(69),52.92408271793321,2.1470736520298863,0.004867749392736031,0,-0.0013(12),0.00075(58),,,,,,,,-0.09(2.77),-1.4(4.4),3.6(2.6),1.2(4.2),2.3(4.9)
48,ma_FKFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1849(28),-0.00394(69),57.93305242517294,1.4608770879997506,0.10409568919731252,10,-0.0007(11),-0.00049(55),0.00023(12),0.00022(11),-0.0034(15),-0.00010(10),-0.00035(17),0.00014(10),,0.47(37),-0.2(4.4),0.8(2.4),,
49,ma_FKFpi_nnlo_log_logSq_sunset_a4_FV_bijnens,1.1852(30),-0.00395(69),57.9503236627845,1.4559009093348907,0.10608792040457728,10,-0.0007(11),-0.00047(55),0.00023(12),0.00022(11),-0.0034(15),-0.00010(10),-0.00035(17),0.00014(10),,0.36(53),-0.2(4.4),0.8(2.4),,1.4(4.9)
50,ma_FKFpi_nnlo_log_logSq_sunset_FV,1.1852(28),-0.00395(69),57.56255165452172,1.5114950138850118,0.08556373008288552,10,-0.0011(14),-0.00015(91),-6(236)e-06,-0.00001(22),-0.0016(28),5(10000)e-08,-0.00004(33),-4(143)e-06,,0.48(37),-0.5(4.4),1.5(2.4),,
51,ma_FKFpi_nnlo_log_logSq_sunset_a4_FV,1.1855(30),-0.00396(69),57.59391423216925,1.505367664430525,0.08764543495212332,10,-0.0011(14),-0.00013(91),-6(236)e-06,-0.00001(22),-0.0016(28),4(10000)e-08,-0.00004(33),-3(143)e-06,,0.37(53),-0.5(4.4),1.5(2.4),,1.5(4.9)
52,ma_FKFpi_nnlo_logSq_sunset_FV,1.1854(25),-0.00395(69),58.6908372993579,1.451977948981126,0.10768095942383003,10,-0.0013(12),0.00011(56),,,,,,,,0.56(41),-0.8(4.4),2.2(2.6),,
53,ma_FKFpi_nnlo_logSq_sunset_a4_FV,1.1857(26),-0.00396(69),58.72998537566526,1.4436929345417318,0.1111112412758722,10,-0.0013(12),0.00015(57),,,,,,,,0.43(54),-0.8(4.4),2.3(2.6),,1.8(4.9)
54,ma_FKFpi_nnlo_FV,1.1868(24),-0.00399(69),58.336134516165984,1.4971902168133857,0.09049100525029194,10,-0.0015(12),0.00045(57),,,,,,,,0.53(41),-1.0(4.4),2.8(2.6),,
55,ma_FKFpi_nnlo_a4_FV,1.1872(26),-0.00400(69),58.38991658238751,1.486990427655873,0.09415039181800232,10,-0.0014(12),0.00049(57),,,,,,,,0.38(54),-1.1(4.4),2.9(2.6),,2.0(4.9)
56,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.1854(39),-0.00395(69),57.758321349649115,1.4592996231850075,0.1047238007625782,10,-0.0007(11),-0.00048(55),0.00023(12),0.00022(11),-0.0034(15),-0.00010(10),-0.00035(17),0.00014(10),,0.03(2.76),-0.2(4.4),0.8(2.4),0.7(4.1),
57,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.1856(40),-0.00396(69),57.774799768043756,1.4546580921229282,0.10659045138355726,10,-0.0007(11),-0.00047(55),0.00023(12),0.00022(11),-0.0034(15),-0.00010(10),-0.00035(17),0.00014(10),,-0.02(2.77),-0.2(4.4),0.8(2.4),0.6(4.1),1.3(4.9)
58,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_FV,1.1857(39),-0.00396(69),57.394050421583735,1.5094462167024618,0.08625502361758741,10,-0.0011(14),-0.00014(91),-6(236)e-06,-0.00001(22),-0.0016(28),5(10000)e-08,-0.00004(33),-4(143)e-06,,-0.01(2.76),-0.5(4.4),1.5(2.4),0.7(4.1),
59,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_a4_FV,1.1859(40),-0.00397(69),57.42363461502733,1.5037320968263777,0.08820837571687641,10,-0.0011(14),-0.00012(92),-6(236)e-06,-0.00001(22),-0.0016(28),4(10000)e-08,-0.00004(33),-3(143)e-06,,-0.07(2.77),-0.5(4.4),1.5(2.4),0.7(4.1),1.5(4.9)
60,ma_FKFpi_nnlo_logSq_sunset_alphaS_FV,1.1860(37),-0.00397(69),58.528071746229884,1.44882245756897,0.10897684334813634,10,-0.0013(12),0.00013(57),,,,,,,,-0.05(2.76),-0.8(4.4),2.2(2.6),0.9(4.2),
61,ma_FKFpi_nnlo_logSq_sunset_alphaS_a4_FV,1.1862(37),-0.00398(69),58.565164148329245,1.441053042388121,0.11222323515356243,10,-0.0013(12),0.00016(57),,,,,,,,-0.1(2.8),-0.8(4.4),2.3(2.6),0.9(4.2),1.7(4.9)
62,ma_FKFpi_nnlo_alphaS_FV,1.1875(37),-0.00401(69),58.17750052269096,1.4935119805458756,0.0917964283267442,10,-0.0015(12),0.00047(57),,,,,,,,-0.1(2.8),-1.1(4.4),2.9(2.6),1.0(4.2),
63,ma_FKFpi_nnlo_alphaS_a4_FV,1.1878(37),-0.00402(69),58.228382927256966,1.4839368399698956,0.09527010280256124,10,-0.0014(12),0.00051(58),,,,,,,,-0.2(2.8),-1.1(4.4),2.9(2.6),0.9(4.2),1.9(4.9)
64,ma_FpiFpi_nnlo_log_logSq_sunset_bijnens,1.1854(32),-0.00395(69),53.33349230576132,2.0196112861900426,0.009099819741603586,0,-0.0001(17),-0.00044(54),0.00029(14),0.00032(16),-0.0035(15),-0.00006(10),-0.00035(17),0.00020(10),,1.33(27),-0.9(4.2),1.9(2.3),,
65,ma_FpiFpi_nnlo_log_logSq_sunset_a4_bijnens,1.1859(33),-0.00397(69),53.407191056036645,2.0058625466776303,0.009722350873419274,0,-0.0001(17),-0.00042(54),0.00029(14),0.00032(16),-0.0035(15),-0.00006(10),-0.00035(17),0.00020(10),,1.15(47),-0.9(4.2),2.0(2.3),,2.3(4.9)
66,ma_FpiFpi_nnlo_log_logSq_sunset,1.1855(32),-0.00396(69),52.9542404181223,2.071559035687737,0.007070131558602581,0,-0.0004(21),-0.00021(93),-0.00001(29),-0.00003(32),-0.0019(28),5(10000)e-08,-0.00005(34),-8(201)e-06,,1.32(27),-1.0(4.2),2.4(2.3),,
67,ma_FpiFpi_nnlo_log_logSq_sunset_a4,1.1859(33),-0.00397(69),53.048844413136656,2.0566557961371936,0.007603873307039296,0,-0.0004(21),-0.00017(93),-0.00001(29),-0.00003(32),-0.0018(28),4(10000)e-08,-0.00005(34),-8(201)e-06,,1.14(47),-1.0(4.1),2.5(2.3),,2.4(4.9)
68,ma_FpiFpi_nnlo_logSq_sunset,1.1861(29),-0.00397(69),53.9866117050529,2.0314357926872133,0.008594586633231791,0,-0.0008(22),0.00007(44),,,,,,,,1.33(28),-1.2(4.1),3.2(2.2),,
69,ma_FpiFpi_nnlo_logSq_sunset_a4,1.1866(31),-0.00399(69),54.06641556915361,2.0140892123812253,0.009345212665742342,0,-0.0008(22),0.00011(45),,,,,,,,1.13(47),-1.2(4.1),3.3(2.2),,2.6(4.9)
70,ma_FpiFpi_nnlo,1.1871(29),-0.00400(69),53.35631523406099,2.10881771310896,0.005886382788527427,0,-0.0010(22),0.00043(45),,,,,,,,1.30(28),-1.4(4.1),3.9(2.2),,
71,ma_FpiFpi_nnlo_a4,1.1876(31),-0.00402(69),53.458109802884856,2.088384338037241,0.006510123694333661,0,-0.0010(22),0.00047(45),,,,,,,,1.09(47),-1.5(4.1),4.0(2.2),,2.8(4.9)
72,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_bijnens,1.1866(46),-0.00399(70),53.20464410885437,2.012157184808861,0.009432527904730521,0,-0.0001(17),-0.00043(54),0.00029(14),0.00032(16),-0.0035(15),-0.00006(10),-0.00035(17),0.00020(10),,0.4(2.8),-0.9(4.2),2.0(2.3),1.4(4.1),
73,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_a4_bijnens,1.1869(46),-0.00400(70),53.270537140107095,1.9997192632053944,0.010013250757838895,0,-0.0001(17),-0.00041(55),0.00029(14),0.00032(16),-0.0035(15),-0.00006(10),-0.00035(17),0.00020(10),,0.3(2.8),-0.9(4.2),2.0(2.3),1.3(4.1),2.2(4.9)
74,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS,1.1866(46),-0.00399(70),52.835978828546544,2.0635985371932763,0.007350663406807729,0,-0.0004(21),-0.00018(93),-0.00001(29),-0.00003(32),-0.0018(28),4(10000)e-08,-0.00005(34),-8(201)e-06,,0.3(2.8),-1.0(4.2),2.5(2.3),1.5(4.1),
75,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_a4,1.1870(46),-0.00400(70),52.921274741248034,2.0500794954191552,0.007851286764797873,0,-0.0004(21),-0.00015(93),-0.00001(29),-0.00003(32),-0.0018(28),4(10000)e-08,-0.00005(34),-8(201)e-06,,0.3(2.8),-1.0(4.1),2.5(2.3),1.3(4.1),2.3(4.9)
76,ma_FpiFpi_nnlo_logSq_sunset_alphaS,1.1873(44),-0.00401(70),53.85693608496727,2.0224458178447318,0.008976222672114642,0,-0.0008(22),0.00010(45),,,,,,,,0.3(2.8),-1.2(4.1),3.3(2.2),1.6(4.2),
77,ma_FpiFpi_nnlo_logSq_sunset_alphaS_a4,1.1877(45),-0.00402(70),53.929865559878216,2.0065255667586084,0.009691434061893404,0,-0.0008(22),0.00013(45),,,,,,,,0.2(2.8),-1.2(4.1),3.3(2.2),1.4(4.2),2.5(4.9)
78,ma_FpiFpi_nnlo_alphaS,1.1884(44),-0.00404(70),53.2326125326629,2.0990029691034646,0.006178569880650895,0,-0.0010(22),0.00046(45),,,,,,,,0.2(2.8),-1.4(4.1),3.9(2.2),1.6(4.2),
79,ma_FpiFpi_nnlo_alphaS_a4,1.1888(44),-0.00405(70),53.326095292151976,2.0801957944919183,0.006777216335225019,0,-0.0010(22),0.00049(46),,,,,,,,0.1(2.8),-1.5(4.1),4.0(2.2),1.5(4.2),2.7(4.9)
80,ma_FpiFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1874(33),-0.00401(69),57.968155531594064,1.460891912715434,0.10408980138056913,10,-0.0005(16),-0.00064(54),0.00029(14),0.00032(16),-0.0034(15),-0.00006(10),-0.00035(17),0.00020(10),,0.98(26),-0.7(4.3),1.6(2.3),,
81,ma_FpiFpi_nnlo_log_logSq_sunset_a4_FV_bijnens,1.1878(34),-0.00402(69),57.99170306632429,1.4534492001440331,0.10708117871320473,10,-0.0005(16),-0.00062(54),0.00029(14),0.00032(16),-0.0033(15),-0.00006(10),-0.00035(17),0.00020(10),,0.85(46),-0.7(4.3),1.7(2.3),,1.7(4.9)
82,ma_FpiFpi_nnlo_log_logSq_sunset_FV,1.1875(33),-0.00401(69),57.65194923977874,1.5086452932386785,0.08652656459266585,10,-0.0009(21),-0.00031(91),-8(288)e-06,-0.00002(32),-0.0014(27),1(1000)e-07,-0.00005(34),-8(201)e-06,,0.97(26),-0.8(4.2),2.4(2.4),,
83,ma_FpiFpi_nnlo_log_logSq_sunset_a4_FV,1.1878(34),-0.00402(69),57.692255238551006,1.5001461535004208,0.08945343484016174,10,-0.0009(21),-0.00028(91),-7(288)e-06,-0.00002(32),-0.0014(27),1(1000)e-07,-0.00005(34),-8(201)e-06,,0.83(47),-0.8(4.2),2.4(2.4),,1.8(4.9)
84,ma_FpiFpi_nnlo_logSq_sunset_FV,1.1870(30),-0.00400(69),58.86258800084683,1.440732659895958,0.11235881821604736,10,-0.0011(22),-0.00017(43),,,,,,,,1.04(27),-0.8(4.1),2.8(2.2),,
85,ma_FpiFpi_nnlo_logSq_sunset_a4_FV,1.1874(31),-0.00401(69),58.90227238380218,1.4291553254631413,0.11735055778507834,10,-0.0011(22),-0.00013(44),,,,,,,,0.87(47),-0.8(4.1),2.8(2.2),,2.1(4.9)
86,ma_FpiFpi_nnlo_FV,1.1881(29),-0.00403(69),58.90996566069835,1.4371636732502613,0.11387843412768894,10,-0.0013(22),0.00016(44),,,,,,,,0.99(27),-1.0(4.1),3.4(2.2),,
87,ma_FpiFpi_nnlo_a4_FV,1.1885(31),-0.00404(69),58.96313303106547,1.4235826246172152,0.11981812116978048,10,-0.0013(22),0.00020(44),,,,,,,,0.82(47),-1.0(4.1),3.4(2.2),,2.3(4.9)
88,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.1882(46),-0.00403(70),57.805711062511556,1.4574595166378328,0.10546051177259123,10,-0.0005(16),-0.00063(54),0.00029(14),0.00032(16),-0.0033(15),-0.00006(10),-0.00035(17),0.00020(10),,0.3(2.8),-0.7(4.3),1.6(2.3),1.0(4.1),
89,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.1884(47),-0.00404(70),57.82677557850784,1.4506688880779333,0.10821698415327136,10,-0.0005(16),-0.00062(54),0.00029(14),0.00032(16),-0.0033(15),-0.00006(10),-0.00035(17),0.00020(10),,0.3(2.8),-0.7(4.3),1.7(2.3),0.9(4.1),1.6(4.9)
90,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_FV,1.1883(46),-0.00403(70),57.49740643989048,1.5047709884103042,0.08785044592345365,10,-0.0009(21),-0.00029(91),-7(288)e-06,-0.00002(32),-0.0014(27),1(1000)e-07,-0.00005(34),-8(201)e-06,,0.3(2.8),-0.8(4.2),2.4(2.4),1.0(4.1),
